filename,fold,target,category
0/0.가스사고_681339.wav,1,0,가스사고
0/0.가스사고_506598.wav,1,0,가스사고
0/0.가스사고_700841.wav,1,0,가스사고
0/0.가스사고_286421.wav,1,0,가스사고
0/0.가스사고_700038.wav,1,0,가스사고
0/0.가스사고_279368.wav,1,0,가스사고
0/0.가스사고_681661.wav,1,0,가스사고
0/0.가스사고_685745.wav,1,0,가스사고
0/0.가스사고_695897.wav,1,0,가스사고
0/0.가스사고_696614.wav,1,0,가스사고
0/0.가스사고_501384.wav,1,0,가스사고
0/0.가스사고_687950.wav,1,0,가스사고
0/0.가스사고_691293.wav,1,0,가스사고
0/0.가스사고_680452.wav,1,0,가스사고
0/0.가스사고_701524.wav,1,0,가스사고
0/0.가스사고_706665.wav,1,0,가스사고
0/0.가스사고_285968.wav,1,0,가스사고
0/0.가스사고_701249.wav,1,0,가스사고
0/0.가스사고_683455.wav,1,0,가스사고
0/0.가스사고_501445.wav,1,0,가스사고
0/0.가스사고_275011.wav,1,0,가스사고
0/0.가스사고_497857.wav,1,0,가스사고
0/0.가스사고_697043.wav,1,0,가스사고
0/0.가스사고_508765.wav,1,0,가스사고
0/0.가스사고_512517.wav,1,0,가스사고
0/0.가스사고_498758.wav,1,0,가스사고
0/0.가스사고_689181.wav,1,0,가스사고
0/0.가스사고_497745.wav,1,0,가스사고
0/0.가스사고_678529.wav,1,0,가스사고
0/0.가스사고_703621.wav,1,0,가스사고
0/0.가스사고_706771.wav,1,0,가스사고
0/0.가스사고_700947.wav,1,0,가스사고
0/0.가스사고_696388.wav,1,0,가스사고
0/0.가스사고_691381.wav,1,0,가스사고
0/0.가스사고_690273.wav,1,0,가스사고
0/0.가스사고_280880.wav,1,0,가스사고
0/0.가스사고_691683.wav,1,0,가스사고
0/0.가스사고_702697.wav,1,0,가스사고
0/0.가스사고_708409.wav,1,0,가스사고
0/0.가스사고_512806.wav,1,0,가스사고
0/0.가스사고_709363.wav,1,0,가스사고
0/0.가스사고_706211.wav,1,0,가스사고
0/0.가스사고_706728.wav,1,0,가스사고
0/0.가스사고_681196.wav,1,0,가스사고
0/0.가스사고_696057.wav,1,0,가스사고
0/0.가스사고_704052.wav,1,0,가스사고
0/0.가스사고_682976.wav,1,0,가스사고
0/0.가스사고_500846.wav,1,0,가스사고
0/0.가스사고_707529.wav,1,0,가스사고
0/0.가스사고_273528.wav,1,0,가스사고
0/0.가스사고_706056.wav,1,0,가스사고
0/0.가스사고_509272.wav,1,0,가스사고
0/0.가스사고_709521.wav,1,0,가스사고
0/0.가스사고_296541.wav,1,0,가스사고
0/0.가스사고_693646.wav,1,0,가스사고
0/0.가스사고_685713.wav,1,0,가스사고
0/0.가스사고_510680.wav,1,0,가스사고
0/0.가스사고_688493.wav,1,0,가스사고
0/0.가스사고_699401.wav,1,0,가스사고
0/0.가스사고_506195.wav,1,0,가스사고
0/0.가스사고_500922.wav,1,0,가스사고
0/0.가스사고_706410.wav,1,0,가스사고
0/0.가스사고_696429.wav,1,0,가스사고
0/0.가스사고_697290.wav,1,0,가스사고
0/0.가스사고_508653.wav,1,0,가스사고
0/0.가스사고_512636.wav,1,0,가스사고
0/0.가스사고_683920.wav,1,0,가스사고
0/0.가스사고_268712.wav,1,0,가스사고
0/0.가스사고_504526.wav,1,0,가스사고
0/0.가스사고_702222.wav,1,0,가스사고
0/0.가스사고_703530.wav,1,0,가스사고
0/0.가스사고_694708.wav,1,0,가스사고
0/0.가스사고_550352.wav,1,0,가스사고
0/0.가스사고_679509.wav,1,0,가스사고
0/0.가스사고_685314.wav,1,0,가스사고
0/0.가스사고_695746.wav,1,0,가스사고
0/0.가스사고_695595.wav,1,0,가스사고
0/0.가스사고_497749.wav,1,0,가스사고
0/0.가스사고_685227.wav,1,0,가스사고
0/0.가스사고_683613.wav,1,0,가스사고
0/0.가스사고_695284.wav,1,0,가스사고
0/0.가스사고_283726.wav,1,0,가스사고
0/0.가스사고_700524.wav,1,0,가스사고
0/0.가스사고_498002.wav,1,0,가스사고
0/0.가스사고_682153.wav,1,0,가스사고
0/0.가스사고_695752.wav,1,0,가스사고
0/0.가스사고_701149.wav,1,0,가스사고
0/0.가스사고_703794.wav,1,0,가스사고
0/0.가스사고_706649.wav,1,0,가스사고
0/0.가스사고_512915.wav,1,0,가스사고
0/0.가스사고_268975.wav,1,0,가스사고
0/0.가스사고_694098.wav,1,0,가스사고
0/0.가스사고_509393.wav,1,0,가스사고
0/0.가스사고_689585.wav,1,0,가스사고
0/0.가스사고_513093.wav,1,0,가스사고
0/0.가스사고_706432.wav,1,0,가스사고
0/0.가스사고_268673.wav,1,0,가스사고
0/0.가스사고_686998.wav,1,0,가스사고
0/0.가스사고_687974.wav,1,0,가스사고
0/0.가스사고_686924.wav,1,0,가스사고
0/0.가스사고_708376.wav,1,0,가스사고
0/0.가스사고_685819.wav,1,0,가스사고
0/0.가스사고_269569.wav,1,0,가스사고
0/0.가스사고_268821.wav,1,0,가스사고
0/0.가스사고_681385.wav,1,0,가스사고
0/0.가스사고_681598.wav,1,0,가스사고
0/0.가스사고_697493.wav,1,0,가스사고
0/0.가스사고_690957.wav,1,0,가스사고
0/0.가스사고_705180.wav,1,0,가스사고
0/0.가스사고_508729.wav,1,0,가스사고
0/0.가스사고_704580.wav,1,0,가스사고
0/0.가스사고_512130.wav,1,0,가스사고
0/0.가스사고_682759.wav,1,0,가스사고
0/0.가스사고_688788.wav,1,0,가스사고
0/0.가스사고_511779.wav,1,0,가스사고
0/0.가스사고_512231.wav,1,0,가스사고
0/0.가스사고_700422.wav,1,0,가스사고
0/0.가스사고_679543.wav,1,0,가스사고
0/0.가스사고_682642.wav,1,0,가스사고
0/0.가스사고_708198.wav,1,0,가스사고
0/0.가스사고_512053.wav,1,0,가스사고
0/0.가스사고_500062.wav,1,0,가스사고
0/0.가스사고_702525.wav,1,0,가스사고
0/0.가스사고_689575.wav,1,0,가스사고
0/0.가스사고_708513.wav,1,0,가스사고
0/0.가스사고_689530.wav,1,0,가스사고
0/0.가스사고_498666.wav,1,0,가스사고
0/0.가스사고_269859.wav,1,0,가스사고
0/0.가스사고_703052.wav,1,0,가스사고
0/0.가스사고_680419.wav,1,0,가스사고
0/0.가스사고_680297.wav,1,0,가스사고
0/0.가스사고_500909.wav,1,0,가스사고
0/0.가스사고_510764.wav,1,0,가스사고
0/0.가스사고_500973.wav,1,0,가스사고
0/0.가스사고_685671.wav,1,0,가스사고
0/0.가스사고_689808.wav,1,0,가스사고
0/0.가스사고_688798.wav,1,0,가스사고
0/0.가스사고_500466.wav,1,0,가스사고
0/0.가스사고_278033.wav,1,0,가스사고
0/0.가스사고_699502.wav,1,0,가스사고
0/0.가스사고_269011.wav,1,0,가스사고
0/0.가스사고_503630.wav,1,0,가스사고
0/0.가스사고_269577.wav,1,0,가스사고
0/0.가스사고_695942.wav,1,0,가스사고
0/0.가스사고_273014.wav,1,0,가스사고
0/0.가스사고_506756.wav,1,0,가스사고
0/0.가스사고_686316.wav,1,0,가스사고
0/0.가스사고_686988.wav,1,0,가스사고
